sku_id,date,avg_rating,return_rate,sentiment_score,delivery_score,quality_score,Value_score
SKU00393,2024-02-11,4.98,0.11,0.934,0.877,0.779,0.898
SKU00393,2024-02-18,5.0,0.115,0.975,0.897,0.799,0.919
SKU00393,2024-02-25,4.91,0.107,0.905,0.862,0.764,0.884
SKU00393,2024-03-03,5.0,0.12,1.0,0.92,0.822,0.941
SKU00393,2024-03-10,4.76,0.1,0.843,0.831,0.733,0.853
SKU00393,2024-03-17,4.99,0.111,0.935,0.877,0.779,0.899
SKU00393,2024-03-24,5.0,0.114,0.969,0.894,0.796,0.916
SKU00393,2024-03-31,5.0,0.112,0.945,0.882,0.784,0.904
SKU00393,2024-04-07,5.0,0.115,0.973,0.896,0.798,0.918
SKU00393,2024-04-14,4.95,0.109,0.919,0.869,0.771,0.891
SKU00393,2024-04-21,4.97,0.11,0.93,0.875,0.777,0.896
SKU00393,2024-04-28,5.0,0.117,0.989,0.905,0.806,0.926
SKU00393,2024-05-05,5.0,0.119,1.0,0.917,0.819,0.939
SKU00393,2024-05-12,4.88,0.106,0.894,0.857,0.759,0.878
SKU00393,2024-05-19,4.82,0.103,0.87,0.845,0.747,0.866
SKU00393,2024-05-26,5.0,0.116,0.985,0.902,0.804,0.924
SKU00393,2024-06-02,4.72,0.098,0.827,0.823,0.725,0.845
SKU00393,2024-06-09,4.98,0.11,0.933,0.877,0.778,0.898
SKU00393,2024-06-16,4.92,0.108,0.909,0.864,0.766,0.886
SKU00393,2024-06-23,5.0,0.111,0.94,0.88,0.782,0.901
SKU00393,2024-06-30,5.0,0.118,1.0,0.913,0.815,0.935
SKU00393,2024-07-07,4.89,0.106,0.895,0.857,0.759,0.879
SKU00393,2024-07-14,4.9,0.106,0.898,0.859,0.761,0.88
SKU00393,2024-07-21,4.98,0.11,0.931,0.875,0.777,0.897
SKU00393,2024-07-28,5.0,0.128,1.0,0.956,0.858,0.978
SKU00393,2024-08-04,4.9,0.107,0.9,0.86,0.762,0.881
SKU00393,2024-08-11,5.0,0.123,1.0,0.933,0.834,0.954
SKU00393,2024-08-18,4.89,0.106,0.895,0.857,0.759,0.879
SKU00393,2024-08-25,4.92,0.108,0.908,0.864,0.766,0.885
SKU00393,2024-09-01,4.84,0.104,0.878,0.849,0.751,0.87
SKU00393,2024-09-08,4.91,0.107,0.905,0.862,0.764,0.884
SKU00393,2024-09-15,5.0,0.112,0.95,0.885,0.787,0.906
SKU00393,2024-09-22,4.9,0.107,0.901,0.86,0.762,0.882
SKU00393,2024-09-29,5.0,0.114,0.968,0.894,0.796,0.915
SKU00393,2024-10-06,4.85,0.104,0.881,0.85,0.752,0.872
SKU00393,2024-10-13,4.97,0.11,0.927,0.873,0.775,0.895
SKU00393,2024-10-20,5.0,0.119,1.0,0.916,0.818,0.938
SKU00393,2024-10-27,5.0,0.12,1.0,0.919,0.821,0.94
SKU00393,2024-11-03,4.79,0.102,0.856,0.838,0.74,0.859
SKU00393,2024-11-10,4.97,0.11,0.926,0.873,0.775,0.894
SKU00393,2024-11-17,5.0,0.119,1.0,0.915,0.816,0.936
SKU00393,2024-11-24,5.0,0.116,0.982,0.901,0.803,0.922
SKU00393,2024-12-01,5.0,0.113,0.953,0.886,0.788,0.908
SKU00393,2024-12-08,4.8,0.102,0.86,0.84,0.742,0.861
SKU00393,2024-12-15,4.94,0.108,0.915,0.867,0.769,0.889
SKU00393,2024-12-22,5.0,0.121,1.0,0.925,0.827,0.947
SKU00393,2024-12-29,5.0,0.116,0.983,0.901,0.803,0.923
SKU00393,2025-01-05,4.9,0.107,0.902,0.861,0.763,0.882
SKU00393,2025-01-12,4.88,0.106,0.891,0.855,0.757,0.877
SKU00394,2024-01-07,4.79,0.07,0.887,0.871,0.706,0.691
SKU00394,2024-01-14,4.79,0.07,0.888,0.871,0.706,0.691
SKU00394,2024-01-21,4.77,0.07,0.882,0.868,0.703,0.688
SKU00394,2024-01-28,4.87,0.072,0.92,0.887,0.722,0.707
SKU00394,2024-02-04,4.65,0.066,0.831,0.843,0.678,0.663
SKU00394,2024-02-11,4.91,0.073,0.934,0.894,0.729,0.714
SKU00394,2024-02-18,4.73,0.068,0.863,0.859,0.694,0.679
SKU00394,2024-02-25,4.84,0.072,0.909,0.882,0.717,0.702
SKU00394,2024-03-03,4.87,0.072,0.92,0.887,0.722,0.707
SKU00394,2024-03-10,4.98,0.076,0.965,0.91,0.745,0.73
SKU00394,2024-03-17,4.88,0.073,0.923,0.889,0.724,0.709
SKU00394,2024-03-24,5.0,0.076,0.976,0.915,0.75,0.735
SKU00394,2024-03-31,4.77,0.07,0.88,0.867,0.702,0.687
SKU00394,2024-04-07,4.84,0.072,0.907,0.881,0.716,0.701
SKU00394,2024-04-14,4.9,0.073,0.932,0.893,0.728,0.713
SKU00394,2024-04-21,5.0,0.078,1.0,0.929,0.764,0.749
SKU00394,2024-04-28,4.85,0.072,0.912,0.883,0.718,0.703
SKU00394,2024-05-05,4.8,0.07,0.893,0.873,0.709,0.694
SKU00394,2024-05-12,4.8,0.071,0.893,0.874,0.709,0.694
SKU00394,2024-05-19,4.99,0.076,0.966,0.91,0.745,0.73
SKU00394,2024-05-26,4.82,0.071,0.902,0.878,0.713,0.698
SKU00394,2024-06-02,4.94,0.075,0.95,0.902,0.737,0.722
SKU00394,2024-06-09,5.0,0.081,1.0,0.944,0.779,0.764
SKU00394,2024-06-16,4.85,0.072,0.913,0.884,0.719,0.704
SKU00394,2024-06-23,4.93,0.074,0.945,0.9,0.735,0.72
SKU00394,2024-06-30,4.77,0.07,0.881,0.868,0.703,0.688
SKU00394,2024-07-07,4.8,0.07,0.893,0.873,0.709,0.694
SKU00394,2024-07-14,4.74,0.069,0.867,0.861,0.696,0.681
SKU00394,2024-07-21,4.73,0.068,0.862,0.858,0.693,0.678
SKU00394,2024-07-28,5.0,0.077,0.979,0.917,0.752,0.737
SKU00394,2024-08-04,4.91,0.074,0.935,0.895,0.73,0.715
SKU00394,2024-08-11,4.6,0.065,0.814,0.834,0.669,0.654
SKU00394,2024-08-18,4.95,0.075,0.954,0.904,0.739,0.724
SKU00394,2024-08-25,4.69,0.067,0.848,0.851,0.686,0.671
SKU00394,2024-09-01,4.69,0.067,0.848,0.851,0.686,0.671
SKU00394,2024-09-08,4.59,0.065,0.809,0.832,0.667,0.652
SKU00394,2024-09-15,4.87,0.073,0.922,0.888,0.723,0.708
SKU00394,2024-09-22,4.74,0.069,0.869,0.862,0.697,0.682
SKU00394,2024-09-29,4.92,0.074,0.941,0.898,0.733,0.718
SKU00394,2024-10-06,4.93,0.074,0.944,0.899,0.734,0.719
SKU00394,2024-10-13,4.97,0.075,0.959,0.907,0.742,0.727
SKU00394,2024-10-20,4.65,0.066,0.832,0.843,0.678,0.663
SKU00394,2024-10-27,4.55,0.063,0.794,0.824,0.659,0.644
SKU00394,2024-11-03,4.49,0.062,0.77,0.812,0.647,0.632
SKU00394,2024-11-10,4.53,0.063,0.786,0.82,0.655,0.64
SKU00394,2024-11-17,5.0,0.077,0.983,0.919,0.754,0.739
SKU00394,2024-11-24,5.0,0.076,0.971,0.912,0.748,0.733
SKU00394,2024-12-01,4.67,0.067,0.84,0.847,0.682,0.667
SKU00394,2024-12-08,4.7,0.067,0.85,0.852,0.687,0.672
SKU00394,2024-12-15,4.89,0.073,0.93,0.892,0.727,0.712
SKU00394,2024-12-22,4.89,0.073,0.929,0.892,0.727,0.712
SKU00394,2024-12-29,4.59,0.064,0.808,0.831,0.666,0.651
SKU00394,2025-01-05,4.93,0.074,0.944,0.899,0.734,0.719
SKU00394,2025-01-12,4.57,0.064,0.802,0.828,0.663,0.648
SKU00395,2024-01-07,4.97,0.197,0.951,0.873,0.854,0.754
SKU00395,2024-01-14,5.0,0.2,0.965,0.881,0.862,0.762
SKU00395,2024-01-21,4.99,0.199,0.961,0.879,0.86,0.76
SKU00395,2024-01-28,5.0,0.208,1.0,0.9,0.881,0.781
SKU00395,2024-02-04,5.0,0.202,0.973,0.885,0.866,0.766
SKU00395,2024-02-11,4.97,0.197,0.95,0.873,0.854,0.754
SKU00395,2024-02-18,4.67,0.174,0.832,0.814,0.795,0.695
SKU00395,2024-02-25,4.84,0.187,0.9,0.848,0.829,0.729
SKU00395,2024-03-03,5.0,0.206,0.996,0.896,0.877,0.777
SKU00395,2024-03-10,4.95,0.196,0.944,0.87,0.851,0.751
SKU00395,2024-03-17,4.88,0.191,0.918,0.857,0.838,0.738
SKU00395,2024-03-24,4.98,0.198,0.955,0.876,0.857,0.757
SKU00395,2024-03-31,4.94,0.195,0.939,0.867,0.848,0.748
SKU00395,2024-04-07,5.0,0.2,0.965,0.88,0.861,0.761
SKU00395,2024-04-14,4.83,0.187,0.897,0.847,0.827,0.727
SKU00395,2024-04-21,4.91,0.193,0.928,0.862,0.843,0.743
SKU00395,2024-04-28,5.0,0.232,1.0,0.959,0.94,0.84
SKU00395,2024-05-05,4.87,0.189,0.91,0.853,0.834,0.734
SKU00395,2024-05-12,5.0,0.202,0.972,0.884,0.865,0.765
SKU00395,2024-05-19,4.77,0.182,0.872,0.834,0.815,0.715
SKU00395,2024-05-26,4.94,0.195,0.94,0.868,0.849,0.749
SKU00395,2024-06-02,4.92,0.193,0.93,0.863,0.844,0.744
SKU00395,2024-06-09,5.0,0.21,1.0,0.905,0.886,0.786
SKU00395,2024-06-16,4.95,0.196,0.945,0.87,0.851,0.751
SKU00395,2024-06-23,4.63,0.171,0.817,0.807,0.787,0.687
SKU00395,2024-06-30,5.0,0.202,0.972,0.884,0.865,0.765
SKU00395,2024-07-07,5.0,0.202,0.973,0.884,0.865,0.765
SKU00395,2024-07-14,5.0,0.203,0.978,0.887,0.868,0.768
SKU00395,2024-07-21,5.0,0.203,0.98,0.888,0.869,0.769
SKU00395,2024-07-28,4.94,0.195,0.94,0.868,0.849,0.749
SKU00395,2024-08-04,5.0,0.202,0.974,0.885,0.866,0.766
SKU00395,2024-08-11,5.0,0.213,1.0,0.911,0.892,0.792
SKU00395,2024-08-18,5.0,0.203,0.977,0.886,0.867,0.767
SKU00395,2024-08-25,4.99,0.199,0.96,0.878,0.859,0.759
SKU00395,2024-09-01,4.99,0.199,0.958,0.877,0.858,0.758
SKU00395,2024-09-08,5.0,0.204,0.986,0.891,0.872,0.772
SKU00395,2024-09-15,5.0,0.204,0.984,0.89,0.871,0.771
SKU00395,2024-09-22,5.0,0.201,0.969,0.882,0.863,0.763
SKU00395,2024-09-29,4.98,0.198,0.954,0.875,0.856,0.756
SKU00395,2024-10-06,5.0,0.209,1.0,0.902,0.883,0.783
SKU00395,2024-10-13,5.0,0.205,0.987,0.892,0.873,0.773
SKU00395,2024-10-20,4.92,0.193,0.931,0.864,0.845,0.745
SKU00395,2024-10-27,4.99,0.199,0.961,0.878,0.859,0.759
SKU00395,2024-11-03,4.83,0.187,0.897,0.846,0.827,0.727
SKU00395,2024-11-10,4.92,0.194,0.934,0.865,0.846,0.746
SKU00395,2024-11-17,5.0,0.203,0.978,0.887,0.868,0.768
SKU00395,2024-11-24,5.0,0.207,0.999,0.897,0.878,0.778
SKU00395,2024-12-01,5.0,0.202,0.972,0.884,0.865,0.765
SKU00395,2024-12-08,5.0,0.209,1.0,0.903,0.884,0.784
SKU00395,2024-12-15,5.0,0.212,1.0,0.91,0.891,0.791
SKU00395,2024-12-22,4.95,0.196,0.943,0.87,0.851,0.751
SKU00395,2024-12-29,4.73,0.178,0.855,0.825,0.806,0.706
SKU00395,2025-01-05,4.77,0.182,0.873,0.834,0.815,0.715
SKU00395,2025-01-12,5.0,0.201,0.971,0.884,0.865,0.765
SKU00396,2024-01-07,5.0,0.218,1.0,0.925,0.812,0.989
SKU00396,2024-01-14,4.78,0.182,0.853,0.835,0.723,0.9
SKU00396,2024-01-21,4.97,0.197,0.93,0.874,0.761,0.938
SKU00396,2024-01-28,5.0,0.214,1.0,0.916,0.803,0.981
SKU00396,2024-02-04,5.0,0.201,0.948,0.882,0.77,0.947
SKU00396,2024-02-11,5.0,0.203,0.96,0.889,0.776,0.953
SKU00396,2024-02-18,4.97,0.197,0.929,0.873,0.76,0.938
SKU00396,2024-02-25,5.0,0.214,1.0,0.914,0.801,0.979
SKU00396,2024-03-03,4.81,0.185,0.867,0.842,0.73,0.907
SKU00396,2024-03-10,5.0,0.206,0.971,0.894,0.781,0.959
SKU00396,2024-03-17,4.86,0.189,0.886,0.852,0.739,0.916
SKU00396,2024-03-24,4.84,0.187,0.879,0.848,0.736,0.913
SKU00396,2024-03-31,5.0,0.204,0.965,0.891,0.778,0.956
SKU00396,2024-04-07,5.0,0.214,1.0,0.916,0.803,0.981
SKU00396,2024-04-14,5.0,0.203,0.958,0.888,0.775,0.952
SKU00396,2024-04-21,5.0,0.217,1.0,0.922,0.809,0.986
SKU00396,2024-04-28,4.74,0.179,0.838,0.828,0.715,0.892
SKU00396,2024-05-05,4.93,0.195,0.915,0.866,0.754,0.931
SKU00396,2024-05-12,5.0,0.2,0.943,0.88,0.768,0.945
SKU00396,2024-05-19,4.97,0.198,0.933,0.875,0.762,0.94
SKU00396,2024-05-26,5.0,0.223,1.0,0.939,0.826,1.0
SKU00396,2024-06-02,5.0,0.216,1.0,0.919,0.807,0.984
SKU00396,2024-06-09,5.0,0.2,0.944,0.881,0.768,0.945
SKU00396,2024-06-16,4.81,0.185,0.866,0.842,0.729,0.907
SKU00396,2024-06-23,4.99,0.199,0.94,0.878,0.766,0.943
SKU00396,2024-06-30,5.0,0.201,0.949,0.883,0.771,0.948
SKU00396,2024-07-07,4.97,0.197,0.929,0.873,0.761,0.938
SKU00396,2024-07-14,5.0,0.203,0.959,0.888,0.776,0.953
SKU00396,2024-07-21,4.86,0.189,0.888,0.853,0.74,0.917
SKU00396,2024-07-28,4.89,0.191,0.897,0.857,0.745,0.922
SKU00396,2024-08-04,5.0,0.213,1.0,0.912,0.799,0.977
SKU00396,2024-08-11,4.94,0.195,0.919,0.868,0.755,0.933
SKU00396,2024-08-18,4.88,0.19,0.894,0.856,0.743,0.92
SKU00396,2024-08-25,4.9,0.192,0.901,0.859,0.747,0.924
SKU00396,2024-09-01,5.0,0.204,0.96,0.889,0.776,0.954
SKU00396,2024-09-08,5.0,0.212,1.0,0.91,0.798,0.975
SKU00396,2024-09-15,4.99,0.199,0.939,0.878,0.766,0.943
SKU00396,2024-09-22,5.0,0.204,0.965,0.891,0.779,0.956
SKU00396,2024-09-29,4.95,0.196,0.921,0.869,0.757,0.934
SKU00396,2024-10-06,5.0,0.22,1.0,0.93,0.818,0.995
SKU00396,2024-10-13,4.86,0.189,0.888,0.853,0.74,0.918
SKU00396,2024-10-20,4.98,0.199,0.935,0.876,0.764,0.941
SKU00396,2024-10-27,5.0,0.205,0.966,0.892,0.779,0.956
SKU00396,2024-11-03,5.0,0.203,0.96,0.889,0.776,0.953
SKU00396,2024-11-10,5.0,0.227,1.0,0.947,0.835,1.0
SKU00396,2024-11-17,4.94,0.195,0.919,0.868,0.756,0.933
SKU00396,2024-11-24,4.75,0.18,0.841,0.829,0.716,0.894
SKU00396,2024-12-01,5.0,0.213,1.0,0.913,0.8,0.978
SKU00396,2024-12-08,4.88,0.19,0.894,0.855,0.743,0.92
SKU00396,2024-12-15,5.0,0.203,0.956,0.887,0.774,0.952
SKU00396,2024-12-22,4.97,0.198,0.931,0.874,0.761,0.939
SKU00396,2024-12-29,4.84,0.187,0.879,0.848,0.735,0.913
SKU00396,2025-01-05,4.84,0.187,0.879,0.848,0.735,0.913
SKU00396,2025-01-12,4.71,0.176,0.825,0.821,0.708,0.886
SKU00397,2024-01-07,5.0,0.105,0.96,0.903,0.886,0.765
SKU00397,2024-01-14,5.0,0.106,0.978,0.912,0.895,0.774
SKU00397,2024-01-21,5.0,0.105,0.965,0.906,0.889,0.768
SKU00397,2024-01-28,5.0,0.102,0.931,0.889,0.872,0.751
SKU00397,2024-02-04,4.98,0.099,0.906,0.876,0.86,0.739
SKU00397,2024-02-11,4.99,0.1,0.911,0.879,0.862,0.741
SKU00397,2024-02-18,5.0,0.112,1.0,0.939,0.922,0.801
SKU00397,2024-02-25,4.93,0.097,0.884,0.865,0.849,0.728
SKU00397,2024-03-03,4.87,0.095,0.861,0.854,0.837,0.716
SKU00397,2024-03-10,4.86,0.094,0.857,0.852,0.835,0.714
SKU00397,2024-03-17,4.93,0.097,0.885,0.866,0.849,0.728
SKU00397,2024-03-24,5.0,0.109,0.999,0.923,0.906,0.785
SKU00397,2024-03-31,4.77,0.091,0.82,0.833,0.816,0.695
SKU00397,2024-04-07,5.0,0.114,1.0,0.949,0.932,0.811
SKU00397,2024-04-14,5.0,0.105,0.96,0.903,0.886,0.765
SKU00397,2024-04-21,5.0,0.102,0.933,0.89,0.873,0.752
SKU00397,2024-04-28,4.87,0.095,0.861,0.854,0.837,0.716
SKU00397,2024-05-05,4.95,0.098,0.894,0.87,0.854,0.733
SKU00397,2024-05-12,5.0,0.111,1.0,0.935,0.918,0.797
SKU00397,2024-05-19,4.86,0.094,0.858,0.852,0.835,0.714
SKU00397,2024-05-26,5.0,0.108,0.994,0.92,0.903,0.782
SKU00397,2024-06-02,5.0,0.1,0.917,0.882,0.865,0.744
SKU00397,2024-06-09,5.0,0.101,0.928,0.887,0.87,0.749
SKU00397,2024-06-16,5.0,0.102,0.937,0.892,0.875,0.754
SKU00397,2024-06-23,4.85,0.094,0.855,0.851,0.834,0.713
SKU00397,2024-06-30,5.0,0.104,0.958,0.902,0.886,0.765
SKU00397,2024-07-07,4.85,0.094,0.853,0.85,0.833,0.712
SKU00397,2024-07-14,5.0,0.112,1.0,0.942,0.926,0.805
SKU00397,2024-07-21,5.0,0.11,1.0,0.929,0.912,0.791
SKU00397,2024-07-28,5.0,0.1,0.911,0.879,0.862,0.741
SKU00397,2024-08-04,5.0,0.102,0.928,0.888,0.871,0.75
SKU00397,2024-08-11,4.93,0.097,0.884,0.865,0.848,0.727
SKU00397,2024-08-18,4.9,0.096,0.874,0.86,0.844,0.723
SKU00397,2024-08-25,4.95,0.098,0.892,0.87,0.853,0.732
SKU00397,2024-09-01,4.92,0.097,0.881,0.864,0.847,0.726
SKU00397,2024-09-08,5.0,0.107,0.985,0.916,0.899,0.778
SKU00397,2024-09-15,5.0,0.107,0.98,0.913,0.897,0.776
SKU00397,2024-09-22,4.97,0.099,0.9,0.873,0.857,0.736
SKU00397,2024-09-29,4.83,0.093,0.844,0.846,0.829,0.708
SKU00397,2024-10-06,5.0,0.103,0.939,0.893,0.876,0.755
SKU00397,2024-10-13,4.92,0.097,0.88,0.863,0.847,0.726
SKU00397,2024-10-20,4.65,0.086,0.773,0.81,0.793,0.672
SKU00397,2024-10-27,5.0,0.103,0.944,0.895,0.879,0.758
SKU00397,2024-11-03,5.0,0.101,0.919,0.883,0.866,0.745
SKU00397,2024-11-10,5.0,0.104,0.956,0.901,0.884,0.763
SKU00397,2024-11-17,4.87,0.095,0.859,0.853,0.836,0.715
SKU00397,2024-11-24,5.0,0.104,0.955,0.901,0.884,0.763
SKU00397,2024-12-01,5.0,0.1,0.914,0.881,0.864,0.743
SKU00397,2024-12-08,5.0,0.101,0.925,0.886,0.869,0.748
SKU00397,2024-12-15,5.0,0.102,0.93,0.889,0.872,0.751
SKU00397,2024-12-22,4.82,0.093,0.84,0.843,0.827,0.706
SKU00397,2024-12-29,4.87,0.095,0.862,0.854,0.837,0.716
SKU00397,2025-01-05,4.9,0.096,0.875,0.861,0.844,0.723
SKU00397,2025-01-12,5.0,0.102,0.936,0.891,0.875,0.754
SKU00398,2024-01-07,4.98,0.099,0.945,0.876,0.689,0.931
SKU00398,2024-01-14,5.0,0.104,0.994,0.901,0.713,0.955
SKU00398,2024-01-21,5.0,0.101,0.962,0.885,0.697,0.939
SKU00398,2024-01-28,4.95,0.098,0.931,0.869,0.682,0.924
SKU00398,2024-02-04,4.77,0.091,0.86,0.834,0.646,0.888
SKU00398,2024-02-11,5.0,0.102,0.976,0.892,0.704,0.946
SKU00398,2024-02-18,4.93,0.097,0.922,0.865,0.677,0.919
SKU00398,2024-02-25,5.0,0.103,0.977,0.893,0.705,0.947
SKU00398,2024-03-03,5.0,0.11,1.0,0.929,0.742,0.984
SKU00398,2024-03-10,4.75,0.09,0.852,0.83,0.642,0.884
SKU00398,2024-03-17,5.0,0.112,1.0,0.938,0.75,0.992
SKU00398,2024-03-24,5.0,0.103,0.984,0.896,0.708,0.95
SKU00398,2024-03-31,4.69,0.088,0.83,0.819,0.631,0.873
SKU00398,2024-04-07,4.92,0.097,0.922,0.865,0.677,0.919
SKU00398,2024-04-14,4.9,0.096,0.914,0.861,0.673,0.915
SKU00398,2024-04-21,5.0,0.106,1.0,0.909,0.722,0.963
SKU00398,2024-04-28,4.88,0.095,0.904,0.856,0.668,0.91
SKU00398,2024-05-05,4.76,0.09,0.856,0.832,0.644,0.886
SKU00398,2024-05-12,4.9,0.096,0.911,0.859,0.672,0.914
SKU00398,2024-05-19,5.0,0.108,1.0,0.918,0.73,0.972
SKU00398,2024-05-26,5.0,0.103,0.983,0.895,0.708,0.95
SKU00398,2024-06-02,4.96,0.098,0.935,0.871,0.684,0.926
SKU00398,2024-06-09,5.0,0.102,0.971,0.889,0.702,0.944
SKU00398,2024-06-16,5.0,0.103,0.982,0.895,0.707,0.949
SKU00398,2024-06-23,5.0,0.102,0.977,0.892,0.705,0.947
SKU00398,2024-06-30,4.81,0.092,0.875,0.841,0.654,0.896
SKU00398,2024-07-07,4.82,0.093,0.879,0.843,0.656,0.897
SKU00398,2024-07-14,4.81,0.093,0.878,0.843,0.655,0.897
SKU00398,2024-07-21,5.0,0.104,0.993,0.9,0.712,0.954
SKU00398,2024-07-28,4.89,0.096,0.908,0.858,0.67,0.912
SKU00398,2024-08-04,4.93,0.097,0.925,0.866,0.679,0.921
SKU00398,2024-08-11,4.83,0.093,0.886,0.847,0.659,0.901
SKU00398,2024-08-18,4.95,0.098,0.933,0.87,0.683,0.925
SKU00398,2024-08-25,5.0,0.113,1.0,0.943,0.755,0.997
SKU00398,2024-09-01,5.0,0.102,0.969,0.888,0.701,0.943
SKU00398,2024-09-08,5.0,0.102,0.977,0.892,0.705,0.947
SKU00398,2024-09-15,4.87,0.095,0.9,0.854,0.666,0.908
SKU00398,2024-09-22,4.97,0.099,0.942,0.875,0.687,0.929
SKU00398,2024-09-29,4.85,0.094,0.892,0.85,0.662,0.904
SKU00398,2024-10-06,5.0,0.108,1.0,0.922,0.735,0.977
SKU00398,2024-10-13,5.0,0.105,1.0,0.907,0.72,0.962
SKU00398,2024-10-20,5.0,0.106,1.0,0.908,0.72,0.962
SKU00398,2024-10-27,5.0,0.116,1.0,0.959,0.772,1.0
SKU00398,2024-11-03,4.97,0.099,0.941,0.874,0.687,0.929
SKU00398,2024-11-10,4.98,0.099,0.944,0.876,0.688,0.93
SKU00398,2024-11-17,5.0,0.103,0.986,0.897,0.709,0.951
SKU00398,2024-11-24,5.0,0.104,0.997,0.902,0.715,0.957
SKU00398,2024-12-01,5.0,0.103,0.981,0.894,0.707,0.949
SKU00398,2024-12-08,4.91,0.096,0.914,0.861,0.673,0.915
SKU00398,2024-12-15,4.95,0.098,0.931,0.869,0.682,0.923
SKU00398,2024-12-22,5.0,0.1,0.951,0.879,0.692,0.934
SKU00398,2024-12-29,4.88,0.095,0.903,0.855,0.668,0.91
SKU00398,2025-01-05,5.0,0.101,0.966,0.887,0.699,0.941
SKU00398,2025-01-12,5.0,0.106,1.0,0.911,0.723,0.965
SKU00399,2024-01-07,5.0,0.162,0.986,0.893,0.818,0.81
SKU00399,2024-01-14,4.82,0.146,0.887,0.843,0.769,0.761
SKU00399,2024-01-21,4.98,0.157,0.951,0.876,0.801,0.793
SKU00399,2024-01-28,5.0,0.16,0.971,0.885,0.811,0.802
SKU00399,2024-02-04,5.0,0.161,0.982,0.891,0.816,0.808
SKU00399,2024-02-11,5.0,0.163,0.991,0.896,0.821,0.813
SKU00399,2024-02-18,5.0,0.163,0.993,0.897,0.822,0.814
SKU00399,2024-02-25,5.0,0.164,0.996,0.898,0.823,0.815
SKU00399,2024-03-03,5.0,0.162,0.986,0.893,0.818,0.81
SKU00399,2024-03-10,5.0,0.165,1.0,0.903,0.828,0.82
SKU00399,2024-03-17,4.74,0.142,0.856,0.828,0.753,0.745
SKU00399,2024-03-24,5.0,0.164,1.0,0.901,0.826,0.818
SKU00399,2024-03-31,4.9,0.152,0.92,0.86,0.785,0.777
SKU00399,2024-04-07,4.78,0.144,0.873,0.837,0.762,0.754
SKU00399,2024-04-14,5.0,0.172,1.0,0.925,0.85,0.842
SKU00399,2024-04-21,4.87,0.15,0.908,0.854,0.78,0.771
SKU00399,2024-04-28,4.97,0.156,0.949,0.875,0.8,0.792
SKU00399,2024-05-05,4.83,0.147,0.892,0.846,0.771,0.763
SKU00399,2024-05-12,5.0,0.173,1.0,0.928,0.854,0.845
SKU00399,2024-05-19,4.96,0.156,0.945,0.873,0.798,0.79
SKU00399,2024-05-26,4.89,0.151,0.915,0.858,0.783,0.775
SKU00399,2024-06-02,5.0,0.167,1.0,0.91,0.835,0.827
SKU00399,2024-06-09,5.0,0.159,0.966,0.883,0.808,0.8
SKU00399,2024-06-16,4.98,0.157,0.952,0.876,0.801,0.793
SKU00399,2024-06-23,5.0,0.168,1.0,0.911,0.836,0.828
SKU00399,2024-06-30,5.0,0.172,1.0,0.925,0.85,0.842
SKU00399,2024-07-07,4.99,0.158,0.957,0.879,0.804,0.796
SKU00399,2024-07-14,5.0,0.165,1.0,0.901,0.826,0.818
SKU00399,2024-07-21,5.0,0.16,0.971,0.886,0.811,0.803
SKU00399,2024-07-28,4.84,0.148,0.897,0.849,0.774,0.766
SKU00399,2024-08-04,5.0,0.168,1.0,0.911,0.836,0.828
SKU00399,2024-08-11,4.94,0.154,0.937,0.868,0.794,0.786
SKU00399,2024-08-18,5.0,0.164,0.996,0.898,0.823,0.815
SKU00399,2024-08-25,4.86,0.149,0.902,0.851,0.777,0.768
SKU00399,2024-09-01,4.98,0.157,0.952,0.876,0.801,0.793
SKU00399,2024-09-08,4.76,0.143,0.865,0.833,0.758,0.75
SKU00399,2024-09-15,5.0,0.158,0.959,0.88,0.805,0.797
SKU00399,2024-09-22,5.0,0.159,0.965,0.883,0.808,0.8
SKU00399,2024-09-29,4.95,0.155,0.94,0.87,0.795,0.787
SKU00399,2024-10-06,4.9,0.152,0.921,0.861,0.786,0.778
SKU00399,2024-10-13,5.0,0.175,1.0,0.934,0.86,0.851
SKU00399,2024-10-20,4.99,0.157,0.954,0.877,0.802,0.794
SKU00399,2024-10-27,5.0,0.159,0.967,0.884,0.809,0.801
SKU00399,2024-11-03,4.98,0.157,0.951,0.876,0.801,0.793
SKU00399,2024-11-10,5.0,0.171,1.0,0.92,0.845,0.837
SKU00399,2024-11-17,4.99,0.157,0.956,0.878,0.803,0.795
SKU00399,2024-11-24,5.0,0.162,0.983,0.891,0.817,0.809
SKU00399,2024-12-01,4.91,0.152,0.925,0.863,0.788,0.78
SKU00399,2024-12-08,4.87,0.149,0.906,0.853,0.778,0.77
SKU00399,2024-12-15,5.0,0.168,1.0,0.913,0.838,0.83
SKU00399,2024-12-22,4.98,0.156,0.951,0.875,0.801,0.793
SKU00399,2024-12-29,5.0,0.163,0.992,0.896,0.821,0.813
SKU00399,2025-01-05,4.7,0.139,0.84,0.82,0.745,0.737
SKU00399,2025-01-12,5.0,0.19,1.0,0.981,0.906,0.898
SKU00400,2024-01-07,4.79,0.183,0.879,0.838,0.759,0.83
SKU00400,2024-01-14,4.98,0.198,0.955,0.876,0.797,0.868
SKU00400,2024-01-21,5.0,0.213,1.0,0.912,0.833,0.904
SKU00400,2024-01-28,5.0,0.202,0.971,0.884,0.805,0.876
